3450	663.1430434	448.6521736	296517	293720	2.15234E+14	2.11193E+14	2.13204E+14	0.990567149	0
14404	974.8739181	129.3327481	7672	7898	10243214422	10855541410	10543966206	1.029361075	0
3168	664.6466251	337.9810735	185135	186107	8.39051E+13	8.47885E+13	8.43457E+13	1.005250213	0
732272	18046.24192	2313.703554	336854	337166	7.86124E+14	7.87581E+14	7.86853E+14	1.000926215	0
4924	1473.48282	534.0987298	172635	171565	7.29574E+13	7.20558E+13	7.25052E+13	0.993801945	0
3976	1181.651408	496.7563493	282056	282519	1.94752E+14	1.95392E+14	1.95072E+14	1.001641516	0
2750	291.2842125	240.3481283	334113	332727	2.73274E+14	2.71011E+14	2.7214E+14	0.995851698	0
4700	1248.478763	399.9638396	260844	261022	1.66561E+14	1.66788E+14	1.66675E+14	1.000682394	0
8654	1815.029714	424.5099573	226387	226092	1.25463E+14	1.25136E+14	1.25299E+14	0.998696912	0
3292	627.420269	436.0746228	297488	294704	2.16646E+14	2.1261E+14	2.14618E+14	0.990641637	1
9834	814.8758486	118.3310489	7701	7930	10320793113	10943678758	10626702553	1.02964011	1
3174	676.1564001	326.0395808	186221	187217	8.48924E+13	8.58029E+13	8.53464E+13	1.005348474	1
728282	17761.34198	2269.685693	338805	339123	7.95257E+14	7.96751E+14	7.96003E+14	1.000938591	1
4654	1389.067511	509.3160277	173551	172490	7.37337E+13	7.28349E+13	7.32829E+13	0.993886516	1
3912	1162.490149	490.3088453	283053	283526	1.96131E+14	1.96787E+14	1.96459E+14	1.001671063	1
2738	279.01955	241.5037379	335261	333894	2.75155E+14	2.72916E+14	2.74033E+14	0.995922575	1
4328	1149.801653	380.4261058	261910	262109	1.67925E+14	1.6818E+14	1.68053E+14	1.000759797	1
7862	1696.447798	415.0325788	227464	227186	1.26659E+14	1.2635E+14	1.26504E+14	0.998777818	1
