349438031	5601937.33	324889.6083	58637916	58630326	2.40244E+21	2.40182E+21	2.40213E+21	0.999870562	0
259124172	4799051.441	212451.5888	68070477	68054474	3.25492E+21	3.25339E+21	3.25416E+21	0.999764905	0
11053940703	22303756.17	666785.5619	355113050	355144249	2.63755E+23	2.63802E+23	2.63779E+23	1.000087857	0
106059684	5066190.962	169921.5374	98598456	98593427	7.55837E+21	7.5576E+21	7.55799E+21	0.999948995	0
517229140	6032390.765	316804.8663	49897448	49911971	1.86114E+21	1.86222E+21	1.86168E+21	1.000291057	0
214732305	5101049.161	238386.2583	49735539	49710910	1.7334E+21	1.73168E+21	1.73254E+21	0.999504801	0
139305892	4357391.817	184086.8956	58166482	58177409	2.36974E+21	2.37063E+21	2.37018E+21	1.000187857	0
262841194	5361737.992	243593.7158	70585000	70580600	3.79574E+21	3.79527E+21	3.7955E+21	0.999937664	0
408898712	5646854.138	298868.1204	77358040	77357084	4.56833E+21	4.56822E+21	4.56827E+21	0.999987642	0
712004286	6295266.141	325627.7292	75010302	75009726	4.43641E+21	4.43634E+21	4.43637E+21	0.999992321	0
67032724	4407683.215	132231.7412	96347789	96344538	7.29322E+21	7.29273E+21	7.29297E+21	0.999966258	0
168060774	5122953.828	202570.1793	74629561	74620099	4.37437E+21	4.37327E+21	4.37382E+21	0.999873214	0
714344155	5656938.415	302082.5417	74904836	74896176	3.92026E+21	3.91935E+21	3.91981E+21	0.999884387	0
15118701402	75234670.63	2237155.494	663542013	663504008	3.15578E+24	3.15542E+24	3.1556E+24	0.999942724	0
980180262	6534345.63	296781.759	116079416	116066089	1.1121E+22	1.11185E+22	1.11197E+22	0.999885191	0
1873678270	21111336.04	876330.1509	308028077	308089321	2.23089E+23	2.23177E+23	2.23133E+23	1.000198826	0
1753921280	7888934.616	362546.2997	125355291	125353366	1.23459E+22	1.23455E+22	1.23457E+22	0.999984644	0
3237168279	6853525.046	421149.8588	126565989	126585921	1.12909E+22	1.12944E+22	1.12927E+22	1.000157483	0
8193758957	7460655.11	381973.0433	112948639	112948669	8.28724E+21	8.28725E+21	8.28724E+21	1.000000266	0
473617107	7353533.167	406718.3359	97993111	97934850	8.37944E+21	8.36947E+21	8.37445E+21	0.999405458	0
129794812	4574405.261	196224.9471	62162975	62192083	2.69602E+21	2.69854E+21	2.69728E+21	1.000468253	0
1819769638	5492339.226	228329.7982	76104057	76163047	4.50302E+21	4.51E+21	4.50651E+21	1.000775123	0
166937056	4116368.118	185968.0461	58620661	58620072	2.24062E+21	2.24058E+21	2.2406E+21	0.999989952	0
385343491	5398826.389	297424.8414	90414960	90432765	5.71184E+21	5.71409E+21	5.71296E+21	1.000196925	0
861106227	12201460.33	372726.5002	195927068	195890713	6.69671E+22	6.69423E+22	6.69547E+22	0.999814446	0
29859091372	68740222.34	2821786.972	718000481	718030813	3.10036E+24	3.10063E+24	3.1005E+24	1.000042245	0
514397214	5548993.266	242298.3163	59905047	59893322	2.49638E+21	2.4954E+21	2.49589E+21	0.999804274	0
287370490	5154074.316	208393.2387	84855482	84856328	5.635E+21	5.63511E+21	5.63506E+21	1.00000997	0
57580461852	78894188.64	3272048.704	1052950763	1052925121	7.20424E+24	7.20389E+24	7.20407E+24	0.999975647	0
290651276	4547565.19	156511.4251	65825994	65812510	3.19716E+21	3.19585E+21	3.1965E+21	0.999795157	0
73988390	3578516.804	125816.6904	60183486	60177733	2.13358E+21	2.13318E+21	2.13338E+21	0.999904409	0
823774433	4445652.38	168921.1001	63409787	63514059	2.80936E+21	2.81861E+21	2.81398E+21	1.001644415	0
68002066474	111362642	2967174.391	703309211	703286038	4.93565E+24	4.93533E+24	4.93549E+24	0.999967051	0
